backbone,ci95,comparator,condition,family,favorable_direction,mean,method,metric,per_seed,split,task,task_clusters,training_seed_sd
transformer,"[0.0, 3.645833333333334]",framewise,all,core,positive,1.736111111111111,fixed_training_task_cluster_20000_rng1701,success,"[1.5625, 1.5625, 2.0833333333333335]",extrapolation,pusht,64,0.30070326520293017
transformer,"[0.11805555555555555, 0.8368055555555556]",framewise,all,core,positive,0.4513888888888889,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.3125, 0.5677083333333333, 0.47395833333333337]",extrapolation,pusht,64,0.12909244059042568
transformer,"[-11.31365571625801, 10.550559584617918]",framewise,all,core,positive,-0.4003812691825708,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[7.885707443367485, -4.493832682093588, -4.593018568821612]",extrapolation,pusht,64,7.1761346889686095
transformer,"[-30.974885077195832, 2.814519017971195]",framewise,all,core,positive,-13.92531064003297,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-67.37868941567102, -36.339409532965185, 61.94216702853729]",extrapolation,pusht,64,67.51122017674167
transformer,"[-0.05461830833434082, 0.08352737940068976]",framewise,all,core,positive,0.01384641087559041,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.013158355792285463, -0.00395329822725669, 0.05865088664631338]",extrapolation,pusht,64,0.039073828299910025
transformer,"[-33.49357335305228, 2.8208520796259564]",framewise,all,core,positive,-15.488246947929506,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-60.52234108386413, -38.62067432801726, 52.67827456809285]",extrapolation,pusht,64,60.04104215756749
transformer,"[-0.5208333333333335, 8.854166666666668]",framewise,"[0, 3]",core,positive,3.6458333333333335,fixed_training_task_cluster_20000_rng1701,success,"[3.125, 4.6875, 3.125]",extrapolation,pusht,64,0.9021097956087902
transformer,"[0.08854166666666663, 1.7083333333333335]",framewise,"[0, 3]",core,positive,0.8125,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.125, 1.828125, 0.484375]",extrapolation,pusht,64,0.8977239013889515
transformer,"[-23.40430354909887, 20.515747480329814]",framewise,"[0, 3]",core,positive,-1.2711084338067355,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[32.175505157922956, -9.725229900038544, -26.263600559304614]",extrapolation,pusht,64,30.122855053624583
transformer,"[-22.87407118157601, 32.45059500809461]",framewise,"[0, 3]",core,positive,4.481057899771305,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[19.536740429019545, -1.0397752638248159, -5.053791465880807]",extrapolation,pusht,64,13.192166760381896
transformer,"[-0.1299636242698914, 0.2168396775871671]",framewise,"[0, 3]",core,positive,0.044016893666584476,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.05446346093943737, -0.08356220946151854, 0.16114942952183456]",extrapolation,pusht,64,0.12268983103468444
transformer,"[-32.587338486359826, 27.903828816303555]",framewise,"[0, 3]",core,positive,-2.5562455698140583,fixed_training_task_cluster_20000_rng1701,position_error_px,"[35.239338144562076, -11.684719524563956, -31.223355329440302]",extrapolation,pusht,64,34.15873509823966
transformer,"[-1.0416666666666667, 3.125]",framewise,"[3, 0]",core,positive,1.0416666666666667,fixed_training_task_cluster_20000_rng1701,success,"[0.0, 0.0, 3.125]",extrapolation,pusht,64,1.8042195912175805
transformer,"[-0.17187500000000003, 1.0208333333333333]",framewise,"[3, 0]",core,positive,0.3645833333333333,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.28125, -0.125, 0.9375]",extrapolation,pusht,64,0.5361295513524071
transformer,"[-3.1694152244412916, 4.484524086914611]",framewise,"[3, 0]",core,positive,0.6512735716251581,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[0.2485631451676289, -0.97089041730487, 2.6761479870127154]",extrapolation,pusht,64,1.8565705066937381
transformer,"[-36.81290006859867, 12.034655890531349]",framewise,"[3, 0]",core,positive,-13.410985016489315,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-101.79702867526296, -42.071325887437546, 103.63539951323258]",extrapolation,pusht,64,105.6725224075992
transformer,"[-0.04321151222212702, 0.05107406291896429]",framewise,"[3, 0]",core,positive,0.003956345339649563,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.04788118723421782, 0.04566477416640332, 0.014085449086763187]",extrapolation,pusht,64,0.04758845217730315
transformer,"[-36.44925776562273, 11.866938739019822]",framewise,"[3, 0]",core,positive,-13.28888192003537,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-101.4226508746932, -41.36112800477743, 102.91713311936451]",extrapolation,pusht,64,105.02249797479718
transformer,"[0.0, 1.5625]",framewise,"[3, 3]",core,positive,0.5208333333333334,fixed_training_task_cluster_20000_rng1701,success,"[1.5625, 0.0, 0.0]",extrapolation,pusht,64,0.9021097956087902
transformer,"[0.0, 0.47395833333333337]",framewise,"[3, 3]",core,positive,0.17708333333333334,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.53125, 0.0, 0.0]",extrapolation,pusht,64,0.3067173305069887
transformer,"[-19.82928308293306, 17.885835427872898]",framewise,"[3, 3]",core,positive,-0.5813089453661373,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[-8.766945972988129, -2.7853777289373465, 9.808396865827067]",extrapolation,pusht,64,9.481786740742251
transformer,"[-56.6974336364881, -8.81564143644837]",framewise,"[3, 3]",core,positive,-32.84600480338089,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-119.87578000076962, -65.9071274476332, 87.24489303826013]",extrapolation,pusht,64,107.44543579375015
transformer,"[-0.12552856307203403, 0.1124805110538534]",framewise,"[3, 3]",core,positive,-0.006434006379462773,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.04605734108207592, 0.026037540613345192, 0.0007177813303424173]",extrapolation,pusht,64,0.03657566188401492
transformer,"[-55.19403295464192, -6.0789210504902185]",framewise,"[3, 3]",core,positive,-30.619613353939098,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-115.38371052146127, -62.81617545471038, 86.34104591435435]",extrapolation,pusht,64,104.64551255598063
transformer,"[-2.9513888888888893, 1.2152777777777777]",single,all,core,positive,-0.8680555555555557,fixed_training_task_cluster_20000_rng1701,success,"[-2.0833333333333335, 1.1102230246251565e-16, -0.5208333333333334]",extrapolation,pusht,64,1.084201041388611
transformer,"[-0.6822916666666667, 0.3246527777777778]",single,all,core,positive,-0.16319444444444442,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.59375, 0.07291666666666671, 0.03125000000000003]",extrapolation,pusht,64,0.3734536016596876
transformer,"[-5.2736260637093935, 13.394123398657987]",single,all,core,positive,3.997418642534964,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[4.677903148753464, 7.97500769828563, -0.6606549194342]",extrapolation,pusht,64,4.357862042811073
transformer,"[-40.20375528003099, -8.720632772369612]",single,all,core,positive,-24.620393598372114,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-73.93203672494246, -63.183001837764635, 63.25385776759076]",extrapolation,pusht,64,76.29088069748417
transformer,"[-0.030710686960452215, 0.09852143791091915]",single,all,core,positive,0.03310792735258843,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.129995212219013, -0.003871319851646727, -0.026800110309600972]",extrapolation,pusht,64,0.08468643241131942
transformer,"[-37.345532881047696, -5.254228263100893]",single,all,core,positive,-21.278855096600044,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-67.1942752471074, -54.150666691047704, 57.508376648354954]",extrapolation,pusht,64,68.54272277613329
transformer,"[-0.5208333333333334, 7.291666666666667]",single,"[0, 3]",core,positive,3.125,fixed_training_task_cluster_20000_rng1701,success,"[0.0, 7.8125, 1.5625]",extrapolation,pusht,64,4.133986423538423
transformer,"[0.17708333333333331, 1.9270833333333333]",single,"[0, 3]",core,positive,0.9635416666666666,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.15625, 1.859375, 0.875]",extrapolation,pusht,64,0.8550078429221181
transformer,"[-10.993762609887145, 34.44191722238598]",single,"[0, 3]",core,positive,11.871465421335119,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[7.183390687028983, 20.69529501141657, 7.73571056555981]",extrapolation,pusht,64,7.6466489907771225
transformer,"[-10.06755427336832, 54.96231130661581]",single,"[0, 3]",core,positive,21.184828891071813,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[8.076939933082093, 0.17977272535049948, 55.29777401478283]",extrapolation,pusht,64,29.80538678220277
transformer,"[-0.13869832286941974, 0.13241835524158044]",single,"[0, 3]",core,positive,-0.0036124909629239865,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.014807893875509279, -0.07077870740480768, 0.04513334064052645]",extrapolation,pusht,64,0.060111426981173464
transformer,"[-7.169370348700644, 56.10346634186093]",single,"[0, 3]",core,positive,23.91603871056616,fixed_training_task_cluster_20000_rng1701,position_error_px,"[15.372341096022303, 9.256670710952658, 47.11910432472351]",extrapolation,pusht,64,20.325772961584338
transformer,"[-7.8125, -1.0416666666666667]",single,"[3, 0]",core,positive,-4.166666666666667,fixed_training_task_cluster_20000_rng1701,success,"[-6.25, -4.6875, -1.5625]",extrapolation,pusht,64,2.386758174456167
transformer,"[-1.9479166666666665, -0.11458333333333331]",single,"[3, 0]",core,positive,-0.9583333333333334,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-1.75, -0.84375, -0.28125]",extrapolation,pusht,64,0.7410490171596839
transformer,"[0.31924891470604805, 10.147986695393573]",single,"[3, 0]",core,positive,5.266729918142814,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[12.127790289145729, 1.1980033043277896, 2.4743961609549228]",extrapolation,pusht,64,5.976027672461213
transformer,"[-69.20876578694099, -28.999884371569966]",single,"[3, 0]",core,positive,-49.21473116427666,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-110.99856687197573, -105.37770516602838, 68.7320785451741]",extrapolation,pusht,64,102.18358949487627
transformer,"[-0.034614214155165315, 0.08853648197857303]",single,"[3, 0]",core,positive,0.027288809666625096,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.07208326814569535, 0.0039360705451759945, 0.0058470903090039605]",extrapolation,pusht,64,0.038804904741015625
transformer,"[-65.49142497315005, -26.141871891619008]",single,"[3, 0]",core,positive,-45.93933510128074,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-105.45664905391978, -100.64372019964927, 68.2823639497268]",extrapolation,pusht,64,98.94816052667818
transformer,"[-4.166666666666667, 0.0]",single,"[3, 3]",core,positive,-1.5625,fixed_training_task_cluster_20000_rng1701,success,"[0.0, -3.125, -1.5625]",extrapolation,pusht,64,1.5625
transformer,"[-1.3177083333333335, 0.026041666666666668]",single,"[3, 3]",core,positive,-0.4947916666666667,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.1875, -0.796875, -0.5]",extrapolation,pusht,64,0.30472088492312654
transformer,"[-21.390545279638744, 10.60312187929198]",single,"[3, 3]",core,positive,-5.14593941187304,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[-5.277471529914317, 2.0317247791125377, -12.19207148481734]",extrapolation,pusht,64,7.112810314004142
transformer,"[-65.05823385501299, -26.494685403370124]",single,"[3, 3]",core,positive,-45.831278521911486,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-118.87448323593375, -84.351073072616, 65.73172074281533]",extrapolation,pusht,64,98.14628656262163
transformer,"[-0.051143318417679454, 0.20388411864819447]",single,"[3, 3]",core,positive,0.07564746335406416,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.3030944746358344, 0.05522867730469145, -0.13138076187833334]",extrapolation,pusht,64,0.21795613756856685
transformer,"[-62.582596810406756, -20.788229474305528]",single,"[3, 3]",core,positive,-41.813268899085564,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-111.49851778342472, -71.06495058444649, 57.12366167061455]",extrapolation,pusht,64,88.0346835742812
transformer,"[-0.5208333333333333, 3.645833333333334]",factorized_unpaired,all,core,positive,1.5625,fixed_training_task_cluster_20000_rng1701,success,"[2.0833333333333335, 0.5208333333333334, 2.0833333333333335]",extrapolation,pusht,64,0.9021097956087902
transformer,"[-0.03472222222222223, 0.75]",factorized_unpaired,all,core,positive,0.3489583333333333,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.25, 0.10937500000000001, 0.6875]",extrapolation,pusht,64,0.30149907580013136
transformer,"[-13.744633780951284, 1.772061186914052]",factorized_unpaired,all,core,positive,-5.9133564430632015,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[-7.378806310552121, -1.3678424958167994, -8.993420522820685]",extrapolation,pusht,64,4.018459598785782
transformer,"[-20.712193814411748, 0.21565067666586837]",factorized_unpaired,all,core,positive,-10.289474294924656,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[0.8044158119219733, -19.657106350284526, -12.015732346411413]",extrapolation,pusht,64,10.339412335517869
transformer,"[-0.07600926490017995, 0.039931306724160766]",factorized_unpaired,all,core,positive,-0.01806629368060898,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.008717929286752198, -0.007258282209455192, -0.03822266954561955]",extrapolation,pusht,64,0.01747118365784788
transformer,"[-24.885039984452213, -2.4815897966019884]",factorized_unpaired,all,core,positive,-13.726467158511888,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-4.915659691920494, -17.606733854929374, -18.657007928685793]",extrapolation,pusht,64,7.648432196699413
transformer,"[0.5208333333333334, 8.333333333333334]",factorized_unpaired,"[0, 3]",core,positive,4.166666666666667,fixed_training_task_cluster_20000_rng1701,success,"[4.6875, 6.25, 1.5625]",extrapolation,pusht,64,2.386758174456167
transformer,"[0.19791666666666669, 1.5260416666666665]",factorized_unpaired,"[0, 3]",core,positive,0.8072916666666666,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.6875, 1.21875, 0.515625]",extrapolation,pusht,64,0.3665497564565189
transformer,"[-26.51346414629176, 15.14287303687401]",factorized_unpaired,"[0, 3]",core,positive,-5.474155118871678,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[-2.7332002263384045, 0.04732132375886611, -13.736586454035493]",extrapolation,pusht,64,7.2892834832280675
transformer,"[-17.776107915139168, 22.266066815202684]",factorized_unpaired,"[0, 3]",core,positive,1.7672236474659295,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[21.104820984312568, -14.314072164866486, -1.4890778770482918]",extrapolation,pusht,64,17.93257155826113
transformer,"[-0.18791969102754194, 0.11531502431424066]",factorized_unpaired,"[0, 3]",core,positive,-0.03569302687544423,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.12928097269968597, 0.0054104575837638225, 0.016791434489589488]",extrapolation,pusht,64,0.0812490576039725
transformer,"[-27.627111667590658, 20.393094649031514]",factorized_unpaired,"[0, 3]",core,positive,-4.0453610087352105,fixed_training_task_cluster_20000_rng1701,position_error_px,"[18.021930617027603, -11.377945393591965, -18.780068249641264]",extrapolation,pusht,64,19.465915736649997
transformer,"[-1.5625, 2.604166666666667]",factorized_unpaired,"[3, 0]",core,positive,0.5208333333333334,fixed_training_task_cluster_20000_rng1701,success,"[0.0, -3.125, 4.6875]",extrapolation,pusht,64,3.932205435036849
transformer,"[-0.3385416666666667, 0.828125]",factorized_unpaired,"[3, 0]",core,positive,0.22395833333333334,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.265625, -0.609375, 1.546875]",extrapolation,pusht,64,1.1585000629405824
transformer,"[-0.8208380387684703, 5.416218321615348]",factorized_unpaired,"[3, 0]",core,positive,2.15723577625509,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[4.2912098542858965, -0.6083054591689336, 2.7888029336483067]",extrapolation,pusht,64,2.5100737802737805
transformer,"[-28.97742764768515, 3.746750331404899]",factorized_unpaired,"[3, 0]",core,positive,-12.69078475863846,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-6.187406487395774, -13.1134709226553, -18.771476865864315]",extrapolation,pusht,64,6.302674394056922
transformer,"[-0.01704281177236513, 0.05374934093536963]",factorized_unpaired,"[3, 0]",core,positive,0.01759767658484933,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.012183029864991066, 0.0203949898570234, 0.020215010032533523]",extrapolation,pusht,64,0.00469008502161312
transformer,"[-28.552764421160795, 3.560242509868124]",factorized_unpaired,"[3, 0]",core,positive,-12.503589015224762,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-6.31201212057894, -12.90967789354465, -18.289077031550683]",extrapolation,pusht,64,5.99885006507322
transformer,"[-1.5625, 1.5625]",factorized_unpaired,"[3, 3]",core,positive,0.0,fixed_training_task_cluster_20000_rng1701,success,"[1.5625, -1.5625, 0.0]",extrapolation,pusht,64,1.5625
transformer,"[-0.28125, 0.34895833333333337]",factorized_unpaired,"[3, 3]",core,positive,0.015625,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.328125, -0.28125, 0.0]",extrapolation,pusht,64,0.3049878327491115
transformer,"[-32.55054978953185, 1.6461004812469986]",factorized_unpaired,"[3, 3]",core,positive,-14.423149986573018,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[-23.694428559603857, -3.5425433520403278, -16.03247804807487]",extrapolation,pusht,64,10.171876521166457
transformer,"[-35.919455897742566, -3.103435925353886]",factorized_unpaired,"[3, 3]",core,positive,-19.944861773601435,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-12.504167061150875, -31.543775963331804, -15.786642296321645]",extrapolation,pusht,64,10.17815153664572
transformer,"[-0.14133097663477376, 0.07091639247738488]",factorized_unpaired,"[3, 3]",core,positive,-0.036103530751232064,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.09094415497443833, -0.04758029406915278, -0.1516744531589817]",extrapolation,pusht,64,0.12171579324533521
transformer,"[-42.50155956841551, -7.10657218949595]",factorized_unpaired,"[3, 3]",core,positive,-24.63045145157569,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-26.45689757221014, -28.532578277651503, -18.901878504865433]",extrapolation,pusht,64,5.068483363104872
transformer,"[-1.215277777777778, 2.7777777777777777]",plain,all,core,positive,0.6944444444444445,fixed_training_task_cluster_20000_rng1701,success,"[-0.5208333333333334, 2.0833333333333335, 0.5208333333333334]",extrapolation,pusht,64,1.310735145012283
transformer,"[-0.31249999999999994, 0.529513888888889]",plain,all,core,positive,0.10243055555555558,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.29166666666666663, 0.43750000000000006, 0.16145833333333331]",extrapolation,pusht,64,0.36814971934863877
transformer,"[-6.91818161666375, 11.526694391793509]",plain,all,core,positive,2.2045890363719796,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[6.266743103304938, 0.12977592751882894, 0.21724807829217152]",extrapolation,pusht,64,3.5182004763678845
transformer,"[-146.12672608424324, -102.16887297564303]",plain,all,core,positive,-124.5108347439713,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-133.7425058330914, -40.13105703955314, -199.6589413592693]",extrapolation,pusht,64,80.1636094634246
transformer,"[-0.07679304962198559, 0.08486331271135994]",plain,all,core,positive,0.003328806585597107,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.0022810340703681813, -0.030802942830336598, 0.03850832851675972]",extrapolation,pusht,64,0.03466751295334662
transformer,"[-136.72640016217917, -93.27402104939495]",plain,all,core,positive,-115.5319333906909,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-119.46942572198293, -38.491784422759494, -188.6345900273303]",extrapolation,pusht,64,75.1488083943932
transformer,"[-1.0416666666666667, 8.854166666666668]",plain,"[0, 3]",core,positive,3.6458333333333335,fixed_training_task_cluster_20000_rng1701,success,"[0.0, 9.375, 1.5625]",extrapolation,pusht,64,5.022734771350497
transformer,"[-0.16666666666666666, 1.5052083333333335]",plain,"[0, 3]",core,positive,0.59375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.40625, 2.0, 0.1875]",extrapolation,pusht,64,1.2535106950082238
transformer,"[-16.288816424209173, 22.20709029875922]",plain,"[0, 3]",core,positive,2.962027607063677,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[1.511112680004254, -2.8916345514884245, 10.266604692675198]",extrapolation,pusht,64,6.698035577378998
transformer,"[-7.686505220197783, 50.178085943608444]",plain,"[0, 3]",core,positive,20.41678410637637,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[46.24819809797957, 15.125635794177162, -0.12348157302763241]",extrapolation,pusht,64,23.634304659200193
transformer,"[-0.1327288388909473, 0.17877640966764044]",plain,"[0, 3]",core,positive,0.0208097975969742,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.027031274788248537, -0.11001447139356998, 0.1994751389727412]",extrapolation,pusht,64,0.16019528983836842
transformer,"[-11.497480938488703, 46.39379438390494]",plain,"[0, 3]",core,positive,16.59653754902512,fixed_training_task_cluster_20000_rng1701,position_error_px,"[39.15954753099522, 7.293271863647837, 3.3367932524322903]",extrapolation,pusht,64,19.640022793650555
transformer,"[-5.729166666666667, 1.0416666666666665]",plain,"[3, 0]",core,positive,-2.0833333333333335,fixed_training_task_cluster_20000_rng1701,success,"[-3.125, -3.125, 0.0]",extrapolation,pusht,64,1.8042195912175805
transformer,"[-1.390625, 0.34374999999999994]",plain,"[3, 0]",core,positive,-0.4375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.921875, -0.6875, 0.296875]",extrapolation,pusht,64,0.6466938152054649
transformer,"[-1.3541662346992118, 10.198309746560696]",plain,"[3, 0]",core,positive,4.310419138364998,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[6.0924134927688325, 2.6746409749438276, 4.164202947382335]",extrapolation,pusht,64,1.7135713077602222
transformer,"[-212.27424930817963, -151.52880114589053]",plain,"[3, 0]",core,positive,-182.13405193676246,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-202.2471141121854, -48.07422149425628, -296.08082020384563]",extrapolation,pusht,64,125.22068400799105
transformer,"[-0.08395653493730079, 0.056153527670126165]",plain,"[3, 0]",core,positive,-0.012505583516139474,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.01891397006837578, 0.007947128611788527, -0.02654990909183117]",extrapolation,pusht,64,0.01811938095613098
transformer,"[-205.6352638666335, -146.82950412494347]",plain,"[3, 0]",core,positive,-176.46880747923532,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-197.1388845689654, -44.734386847943824, -287.53315102079665]",extrapolation,pusht,64,122.71205741954492
transformer,"[0.0, 1.5625]",plain,"[3, 3]",core,positive,0.5208333333333334,fixed_training_task_cluster_20000_rng1701,success,"[1.5625, 0.0, 0.0]",extrapolation,pusht,64,0.9021097956087902
transformer,"[-0.046875, 0.5]",plain,"[3, 3]",core,positive,0.15104166666666666,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.453125, 0.0, 0.0]",extrapolation,pusht,64,0.2616118407265492
transformer,"[-21.847037580815677, 20.31272507821825]",plain,"[3, 3]",core,positive,-0.6586796363127357,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[11.196703137141723, 0.6063213591010843, -13.779063405181017]",extrapolation,pusht,64,12.535844575972952
transformer,"[-250.1441533391254, -171.8719105741909]",plain,"[3, 3]",core,positive,-211.8152364015278,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-245.22860148506845, -87.44458541858035, -302.7725223009346]",extrapolation,pusht,64,111.48484123483904
transformer,"[-0.1648623569505018, 0.1682713207892994]",plain,"[3, 3]",core,positive,0.001682205675956563,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.05278834706772886, 0.009658514290771712, -0.05740024433063089]",extrapolation,pusht,64,0.05552564761376269
transformer,"[-222.02865969730362, -150.1568670507794]",plain,"[3, 3]",core,positive,-186.7235302418625,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-200.4289401279786, -78.0342382839825, -281.7074123136265]",extrapolation,pusht,64,102.5259437895465
transformer,"[-0.7523148148148148, 2.4305555555555554]",framewise,all,core,positive,0.8101851851851851,fixed_training_task_cluster_20000_rng1701,success,"[1.1102230246251565e-16, 1.2152777777777777, 1.2152777777777777]",test,pusht,64,0.7016409521401701
transformer,"[-0.042824074074074056, 0.5283564814814814]",framewise,all,core,positive,0.23726851851851852,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.01215277777777779, 0.44270833333333337, 0.28125]",test,pusht,64,0.23059799573129008
transformer,"[-27.143535876186373, -10.494644776898989]",framewise,all,core,positive,-18.32509581510263,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[-22.614140402979686, -15.716205348818656, -16.64494169350955]",test,pusht,64,3.7433361333288713
transformer,"[-61.43120454780316, -27.855359705883586]",framewise,all,core,positive,-44.80676209658535,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-47.92068993080149, -36.60634120286278, -49.89325515609181]",test,pusht,64,7.169932392823348
transformer,"[-0.07188334190189435, 0.019740901821521196]",framewise,all,core,positive,-0.026645119813359278,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[-0.02351740395299385, -0.023977588273172465, -0.032440367213911525]",test,pusht,64,0.005024103076902407
transformer,"[-70.70347302771538, -36.459634962481104]",framewise,all,core,positive,-53.71530476120356,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-56.52617836658011, -48.13170194071653, -56.48803397631404]",test,pusht,64,4.835579499019764
transformer,"[0.5208333333333334, 11.458333333333334]",framewise,"[0, 0]",core,positive,5.729166666666667,fixed_training_task_cluster_20000_rng1701,success,"[6.25, 4.6875, 6.25]",test,pusht,64,0.9021097956087902
transformer,"[0.33333333333333337, 2.333333333333333]",framewise,"[0, 0]",core,positive,1.234375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.875, 1.5, 1.328125]",test,pusht,64,0.32287466124643477
transformer,"[-2.612702329165982, 6.699729106759299]",framewise,"[0, 0]",core,positive,2.2288928479970616,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[2.122946128481964, 1.1023213125966307, 3.4614111029125905]",test,pusht,64,1.1831080636295477
transformer,"[-13.028606051893872, 14.10746678430091]",framewise,"[0, 0]",core,positive,0.7211774612119394,fixed_training_task_cluster_20000_rng1701,agent_position_error_px,"[-2.4034309819739326, -4.641376319155702, 9.208339684765452]",test,pusht,64,7.434785927633611
transformer,"[-0.005912401617971957, 0.06553618576421588]",framewise,"[0, 0]",core,positive,0.03067000135053446,fixed_training_task_cluster_20000_rng1701,block_angle_error_rad,"[0.025170422299996782, 0.0065588961817706695, 0.06028068556983593]",test,pusht,64,0.027279877035348694
transformer,"[-12.003778931564854, 15.23029495965064]",framewise,"[0, 0]",core,positive,1.8096795727565962,fixed_training_task_cluster_20000_rng1701,position_error_px,"[-1.7893902162564017, -3.0542469427377594, 10.272675877263948]",test,pusht,64,7.356405064446228
transformer,"[-2.083333333333334, 7.291666666666666]",framewise,"[0, 1]",core,positive,2.0833333333333335,fixed_training_task_cluster_20000_rng1701,success,"[1.5625, 3.125, 1.5625]",test,pusht,64,0.9021097956087902
transformer,"[-0.22916666666666666, 1.3125]",framewise,"[0, 1]",core,positive,0.4791666666666667,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.15625, 1.03125, 0.25]",test,pusht,64,0.4804105232333418
transformer,"[0.3170873490850675, 34.30388289551573]",framewise,"[0, 1]",core,positive,16.772529350846476,fixed_training_task_cluster_20000_rng1701,block_translation_error_px,"[-2.036420426047303, 21.423569918265983, 30.930438560320745]",test,pusht,64,16.968428967544565
